time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
1.620000000000001,-0.175530354459,2.29538671923,0.0,2.75437747439,4.7825626487,0.0,-0.562558197786,3.42764182438,-14.6854269742,-7.20955601965,9.60840626378,0.0,416.7161376,512.170811723,473.841626173,479.695114438,1,2.3985443719
1.620000000000001,-0.170818678525,2.32735204632,0.0,2.80951698243,4.89233057598,0.0,-0.317209106177,3.56797257935,-14.9216847491,-7.09781316714,9.63730171815,0.0,417.745233508,510.13095364,472.852203418,482.662981631,2,2.3880947876
1.8000000000000012,0.713035238992,-0.934372337368,0.0,3.17457883964,2.44268688586,0.0,-0.457299072367,-2.05253617778,-13.4639360344,19.9832924634,7.10854409886,0.0,432.275696017,379.301083251,195.457046271,578.76189289,3,0.154369402224
1.4400000000000008,-3.08629570938,0.508381801085,0.0,1.92775076868,3.64051665413,0.0,-3.32133243113,0.386045322352,-15.3120212544,6.47401152268,-5.72630965645,0.0,692.743114502,698.102814828,113.367725841,47.3502090386,4,0.208588743282
1.740000000000001,-6.56575993038,0.162535683662,0.0,4.28974303441,2.4210058806,0.0,-5.96312701212,-0.10617946022,-14.3462116957,2.90786584719,-21.2782037288,0.0,883.858132305,763.841848701,91.832644375,0.521898116768,5,-4.04534262619
1.8600000000000012,-6.37447627266,-0.824531711236,0.0,2.51826428483,5.2391353605,0.0,-3.97415947156,1.53677085357,-14.7741321614,2.95777710221,-24.3086608127,0.0,877.10065345,530.213027811,153.040212353,5.97439445167,6,-3.61854621069
1.8000000000000012,-5.80360545331,1.66456908566,0.0,4.38906927131,0.380474272629,0.0,-3.64897320994,1.64386764921,-14.4884322167,3.36221356747,-16.2967979355,0.0,735.219846672,789.796680974,70.9225739093,0.922631079471,7,-2.60765862873
1.620000000000001,-4.81010468932,-1.1439316849,0.0,1.70729862763,2.31927951431,0.0,-3.92033121477,-0.699666195533,-12.957341387,-0.718372459544,-18.1579660149,0.0,762.737258336,456.850340339,131.545292011,2.95329494521,8,-4.56658758742
1.680000000000001,-4.80686592044,0.0800684742369,0.0,5.66725847436,3.99022143048,0.0,-1.88962904999,-0.946997104184,-14.4764631018,0.0236264654142,-0.43189021958,0.0,508.693901323,831.405998582,24.4010904022,-0.240639702421,9,-4.21923272817
1.680000000000001,-5.23409988359,-0.0379175935083,0.0,5.38894841194,4.40431609974,0.0,-4.06142956092,-0.910105548247,-15.7718376356,-0.0112016031177,-4.4584684202,0.0,461.609560653,856.763895782,22.7658397125,-0.472682435005,10,-3.11672396206
1.680000000000001,-4.84598491086,-1.29180574559,0.0,6.25819335506,2.81166741269,0.0,-2.61008654244,-0.965500615044,-13.6728293851,-0.245602589246,1.83171652934,0.0,487.092336962,561.945842822,112.462601356,0.318335045796,11,-4.12264983118
1.620000000000001,-4.96085371608,0.0925397089756,0.0,4.05052474473,2.60305202022,0.0,-3.80609159096,0.519754400192,-15.877052494,-1.1697370036,-14.5312938109,0.0,676.555375843,656.462560377,17.6385408636,0.267260513705,12,-2.19532790038
1.680000000000001,-5.16645698577,-0.427512155357,0.0,4.66088800683,2.53186064351,0.0,-3.81071684754,-2.50594368903,-16.0256430109,-1.10263421538,-2.37276399007,0.0,509.475883453,760.886079659,16.4979233359,0.0664511172407,13,-3.59515806475
1.680000000000001,-4.94741105005,0.936395705809,0.0,2.75772956719,2.60695960888,0.0,-3.62262402011,1.02409253549,-14.3673426757,3.16991576771,-17.3489252242,0.0,586.526504787,536.195428269,15.9384132468,0.586176023551,14,-4.34223599597
1.620000000000001,-4.81251056411,0.93691300887,0.0,2.96719034995,4.62009440582,0.0,-3.67785857596,0.921898159396,-14.3310267083,-1.6702527881,-16.0635854456,0.0,616.635837511,750.55169234,19.6053930552,0.158329214144,15,-3.19206576345
1.620000000000001,-4.0850706101,1.21938877342,0.0,2.86498183743,0.54570430131,0.0,-2.52526166793,0.86448018189,-15.2194852101,-1.655556049,-7.41516936683,0.0,419.064680302,728.437513044,4.19624882264,0.0951484558408,16,-3.12594904917
1.620000000000001,-3.97055969029,0.558762459966,0.0,3.00284970728,4.67643291852,0.0,-2.79146715566,0.292374209189,-14.5171539623,-1.38573626183,-12.7728411048,0.0,432.163360194,441.63099712,4.9505126439,0.377046010166,17,-1.73892005609
1.560000000000001,-2.24934353408,0.749708495566,0.0,5.20321242648,5.70869872968,0.0,-1.20100819449,0.351342988875,-16.4356768637,1.50193571832,8.65443284584,0.0,31.272407003,679.698344108,0.329696607359,-0.207892002603,18,-0.749423453443
1.5000000000000009,0.152892408862,1.37046834943,0.0,1.30556305242,2.56322300508,0.0,-0.0154560751936,1.37404717747,-13.6216165362,-1.95013208322,3.24847353753,0.0,230.631772793,712.851852171,108.016696402,59.4320619502,19,0.0290695354579
1.560000000000001,1.88325936042,-0.311513365659,0.0,5.86019816298,3.37244773514,0.0,1.94070282371,-0.252380648773,-14.791603763,-11.6413833867,24.1849308223,0.0,35.4462074356,843.20228762,424.339580843,26.4703625094,20,1.69581485525
1.5000000000000009,-3.7894963263,1.00837229094,0.0,2.05335429934,0.59870551594,0.0,-3.80556504312,1.25290527143,-15.6505347616,-5.1829704396,-2.30824243389,0.0,610.514209503,602.02937025,92.9137782902,29.445389772,21,-1.83426530556
1.4400000000000008,-0.122257625939,-0.000232749440648,0.0,0.534538495828,6.26343008664,0.0,0.122946705861,0.0240257426735,-14.6388627905,-1.85220598646,24.8217139262,0.0,2.68499320316,893.547850767,368.270283353,1.61713716708,22,2.64689541233
1.4400000000000008,0.0352415799653,0.0203170627549,0.0,1.32078514186,4.85835987285,0.0,0.502833970658,0.0929337616458,-13.332574496,-6.69565785448,10.9116130753,0.0,315.37354478,759.71874762,91.4831248053,11.7025923733,23,2.63807622201
1.5000000000000009,0.00815821839928,-0.375691386512,0.0,1.65106310448,1.44000280343,0.0,0.799188893307,-1.46781565707,-13.5804165436,-2.28722206359,-3.20501550391,0.0,345.98051408,760.969454786,247.563368413,0.118229059671,24,3.24292519255
1.3800000000000008,0.775306776328,-0.452015406799,0.0,4.98325783884,5.57085731172,0.0,1.04624047227,-0.995097728619,-15.5840536116,-6.5937534752,21.0486537017,0.0,1.74598536612,889.024560379,46.8684642546,2.50791842146,25,1.26356985231
1.3800000000000008,0.744589387511,-0.146389767658,0.0,1.94166642799,2.27447707251,0.0,1.03352510475,-0.459350059299,-14.7054735707,-20.0780260244,15.8779778086,0.0,93.6256387195,815.24490886,543.838907234,0.0320521472168,26,0.916652809077
